Medication,Medication_Name,Additional_Info,FREQ,Dose_By_Name_MCG,Dose_By_Puff_MCG,Dose_By_Information
Fluticasone prop/salmeterol 250/50 mcg inhalant 60 ea,Fluticasone/salmeterol,,,250,250,250
Fluticasone prop/salmeterol 250/50 mcg inhaler 1 ea dispenser,Fluticasone/salmeterol,,,250,250,250
Fluticasone prop/salmeterol 500/50 mcg inhalant 60 ea,Fluticasone/salmeterol,,,500,500,500
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,,,100,100,200
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,100,200,200
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=QAM; ROUTE=INH,1,100,100,100
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,100,100,100
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=QID; ROUTE=INH,4,100,400,400
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=TID; ROUTE=INH,3,100,300,300
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; ROUTE=INH,,100,100,100
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=1 INHALATION; FREQ=BID; ROUTE=INH,2,100,200,200
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,100,200,200
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=NEB,2,100,200,200
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=QAM; ROUTE=INH,1,100,100,100
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,100,100,100
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=1 PUFFS; FREQ=BID; ROUTE=INH,2,100,200,200
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=1 PUFFS; FREQ=UD; ROUTE=INH,,100,100,100
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=2 INHALATION; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,100,400,400
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSE=2 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,100,400,400
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSETYPE=R; FREQ=BID; ROUTE=INH,2,100,200,200
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSETYPE=R; FREQ=QAM; ROUTE=INH,1,100,100,100
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,DOSETYPE=R; ROUTE=INH,,100,100,100
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,FREQ=BID; ROUTE=INH,2,100,200,200
Fluticasone propionate/salmeterol 100/50 - LMR 3622,Fluticasone/salmeterol,ROUTE=INH,,100,100,100
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,,,250,250,250
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,250,500,500
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=QAM; ROUTE=INH,1,250,250,250
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,250,250,250
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=QHS; ROUTE=INH,1,250,250,250
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=QID; ROUTE=INH,4,250,1000,1000
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; ROUTE=INH,,250,250,250
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 INHALATION; FREQ=BID; ROUTE=INH,2,250,500,500
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 INHALATION; FREQ=QD; ROUTE=INH,1,250,250,250
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 INHALATION; FREQ=UD; ROUTE=INH,,250,250,250
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,250,500,500
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=NA,2,250,500,500
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=NEB,2,250,500,500
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=QAM; ROUTE=INH,1,250,250,250
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,250,250,250
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=QPM; ROUTE=INH,1,250,250,250
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 PUFFS; FREQ=BID; ROUTE=INH,2,250,500,500
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 PUFFS; FREQ=PRN; ROUTE=INH,,250,250,250
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=1 PUFFS; FREQ=QD; ROUTE=INH,1,250,250,250
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=2 INHALATION; DOSETYPE=O; FREQ=BID; ROUTE=INH,2,250,1000,1000
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=2 INHALATION; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,250,1000,1000
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=2 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,250,1000,1000
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSE=2 PUFFS; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,250,500,500
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSETYPE=R; FREQ=BID; ROUTE=INH,2,250,500,500
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,DOSETYPE=R; ROUTE=INH,,250,250,250
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,FREQ=BID; ROUTE=INH,2,250,500,500
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,FREQ=QD; ROUTE=INH,1,250,250,250
Fluticasone propionate/salmeterol 250/50 (advair diskus 250/50)- lmr 3623,Fluticasone/salmeterol,ROUTE=INH,,250,250,250
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,,,500,500,1000
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,500,1000,1000
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,500,500,500
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=QPM; ROUTE=INH,1,500,500,500
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=UD; ROUTE=INH,,500,500,500
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=1 INHALATION; DOSETYPE=R; ROUTE=INH,,500,500,500
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=1 INHALATION; FREQ=BID; ROUTE=INH,2,500,1000,1000
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,500,1000,1000
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=NEB,2,500,1000,1000
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=QAM; ROUTE=INH,1,500,500,500
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,500,500,500
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=1 PUFFS; FREQ=BID; ROUTE=INH,2,500,1000,1000
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=1 PUFFS; FREQ=QD; ROUTE=INH,1,500,500,500
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=2 @; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,500,2000,2000
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=2 INHALATION; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,500,2000,2000
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=2 PUFFS; DOSETYPE=O; FREQ=BID; ROUTE=INH,2,500,2000,2000
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=2 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,500,2000,2000
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSE=2 PUFFS; FREQ=BID; ROUTE=INH,2,500,2000,2000
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSETYPE=R; FREQ=BID; ROUTE=INH,2,500,1000,1000
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,DOSETYPE=V; FREQ=BID; ROUTE=INH,2,500,1000,1000
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,FREQ=BID; ROUTE=INH,2,500,1000,1000
Fluticasone propionate/salmeterol 500/50 (advair diskus 500/50)- lmr 3624,Fluticasone/salmeterol,ROUTE=INH,,500,500,500
Fluticasone salmeterol 500,Fluticasone/salmeterol,,,500,500,500
Fluticasone-Salmeterol 115 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,,,115,115,230
Fluticasone-Salmeterol 115 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,115,230,230
Fluticasone-Salmeterol 115 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,115,460,460
Fluticasone-Salmeterol 115 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=Daily PRN; ROUTE=Inhl,1,115,230,230
Fluticasone-Salmeterol 115 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=Daily;,1,115,230,230
Fluticasone-Salmeterol 115 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=Daily; ROUTE=Inhl,1,115,230,230
Fluticasone-Salmeterol 115 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=PRN; ROUTE=Inhl,,115,230,230
Fluticasone-Salmeterol 115 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=Q12H; ROUTE=Inhl,2,115,460,460
Fluticasone-Salmeterol 115 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=230 mcg/tx fluti; FREQ=BID; ROUTE=Inhl,2,115,460,460
Fluticasone-Salmeterol 230 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,,,240,240,920
Fluticasone-Salmeterol 230 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,240,480,480
Fluticasone-Salmeterol 230 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=BID PRN; ROUTE=Inhl,2,240,960,960
Fluticasone-Salmeterol 230 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,240,960,960
Fluticasone-Salmeterol 230 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=PRN; ROUTE=Inhl,,240,480,480
Fluticasone-Salmeterol 230 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=Q12H; ROUTE=Inhl,2,240,960,960
Fluticasone-Salmeterol 230 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=460 mcg/tx fluti; FREQ=BID; ROUTE=Inhl,2,240,920,920
Fluticasone-Salmeterol 230 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,FREQ=BID; ROUTE=Inhl,2,240,480,480
Fluticasone-Salmeterol 45 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,,,45,45,135
Fluticasone-Salmeterol 45 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,45,90,90
Fluticasone-Salmeterol 45 mcg-21 mcg/Actuation Hfa Aerosol Inhaler,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,45,180,180
Fluticasone/salmeterol 1 each,Fluticasone/salmeterol,,,,,100
Fluticasone/salmeterol 100/50,Fluticasone/salmeterol,,,100,100,100
Fluticasone/salmeterol 100mg disk wdev 14 ea blist pack,Fluticasone/salmeterol,,,100,100,100
Fluticasone/salmeterol 250 mcg-50 mcg/dosemg disk w/dev 14 ea blist pack,Fluticasone/salmeterol,,,250,250,250
Fluticasone/salmeterol 250/50,Fluticasone/salmeterol,,,250,250,250
Fluticasone/salmeterol 500 mcg-50 mcgdosemg disk wdev 14 ea blist pack,Fluticasone/salmeterol,,,500,500,500
Fluticasone/salmeterol 500/50,Fluticasone/salmeterol,,,500,500,500
Breo ellipta (fluticasone furoate and vilanterol inhalation) - LMR 9355,Fluticasone/vilanterol,,,100,100,100
Breo ellipta (fluticasone furoate and vilanterol inhalation) - LMR 9355,Fluticasone/vilanterol,DOSE=1 INHALATION; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,100,100,100
Breo Ellipta 100 mcg-25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,,,100,100,100
Breo Ellipta 200 mcg-25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,,,200,200,200
Breo Ellipta Inhl,Fluticasone/vilanterol,DOSE=1 PUFF; FREQ=Daily; ROUTE=Inhl,1,100,100,100
Breo Ellipta Inhl,Fluticasone/vilanterol,DOSE=1 PUFF; FREQ=QAM; ROUTE=Inhl,1,100,100,100
Breo Ellipta Inhl,Fluticasone/vilanterol,FREQ=Daily; ROUTE=Inhl,1,100,100,100
Breo Ellipta Inhl,Fluticasone/vilanterol,FREQ=QAM; ROUTE=Inhl,1,100,100,100
Breo Ellipta Inhl,Fluticasone/vilanterol,ROUTE=Inhl,,100,100,100
Fluticasone 100 mcg-Vilanterol 25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,DOSE=1 INHALER; FREQ=Daily; ROUTE=Inhl,1,100,100,100
Fluticasone 100 mcg-Vilanterol 25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,100,200,200
Fluticasone 100 mcg-Vilanterol 25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,DOSE=1 PUFF; FREQ=Daily; ROUTE=Inhl,1,100,100,100
Fluticasone 100 mcg-Vilanterol 25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,DOSE=1 PUFF; FREQ=Daily; ROUTE=Oral,1,100,100,100
Fluticasone 100 mcg-Vilanterol 25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,DOSE=1 PUFF; ROUTE=Inhl,,100,100,100
Fluticasone 100 mcg-Vilanterol 25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,FREQ=Daily; ROUTE=Inhl,1,100,100,100
Fluticasone 200 mcg-Vilanterol 25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,,,200,200,200
Fluticasone 200 mcg-Vilanterol 25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,DOSE=1 INHALER; FREQ=Nightly; ROUTE=Inhl,1,200,200,200
Fluticasone 200 mcg-Vilanterol 25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,DOSE=1 PUFF; FREQ=Before Breakfast; ROUTE=Inhl,1,200,200,200
Fluticasone 200 mcg-Vilanterol 25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,DOSE=1 PUFF; FREQ=Daily; ROUTE=Inhl,1,200,200,200
Fluticasone 200 mcg-Vilanterol 25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,DOSE=1 Units/min; FREQ=Daily; ROUTE=Inhl,1,200,200,200
Fluticasone 200 mcg-Vilanterol 25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,FREQ=Daily; ROUTE=Inhl,1,200,200,200
Fluticasone 200 mcg-Vilanterol 25 mcg/Dose Powder For Inhalation,Fluticasone/vilanterol,ROUTE=Inhl,,200,200,200
Dulera (mometasone furoateformoterol fumarate inhaler) - LMR 7587,Formoterol/mometasone,,,,,100
Dulera (mometasone furoateformoterol fumarate inhaler) - LMR 7587,Formoterol/mometasone,DOSE=1 PUFFS; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,,,100
Dulera (mometasone furoateformoterol fumarate inhaler) - LMR 7587,Formoterol/mometasone,DOSE=2 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,,,200
Dulera (mometasone furoateformoterol fumarate inhaler) - LMR 7587,Formoterol/mometasone,DOSE=2 PUFFS; FREQ=BID; ROUTE=INH,2,,,200
Dulera (mometasone furoateformoterol fumarate inhaler) - LMR 7587,Formoterol/mometasone,FREQ=BID; ROUTE=INH,2,,,200
Dulera 100 mcg-5 mcg/Actuation Hfa Aerosol Inhaler,Formoterol/mometasone,,,100,100,100
Dulera 100 mcg-5 mcg/Actuation Hfa Aerosol Inhaler,Formoterol/mometasone,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,100,400,400
Dulera 200 mcg-5 mcg/Actuation Hfa Aerosol Inhaler,Formoterol/mometasone,,,200,200,200
Dulera Inhl,Formoterol/mometasone,,,,,100
Dulera Inhl,Formoterol/mometasone,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,,,200
Dulera Inhl,Formoterol/mometasone,DOSE=200 MCG; FREQ=BID; ROUTE=Inhl,2,,400,400
Dulera Inhl,Formoterol/mometasone,FREQ=PRN; ROUTE=Inhl,,,,100
Dulera Inhl,Formoterol/mometasone,ROUTE=Inhl,,,,100
Dulera-oncall,Formoterol/mometasone,,,,,100
Mometasone-Formoterol Hfa 100 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,,,100,100,200
Mometasone-Formoterol Hfa 100 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,100,200,200
Mometasone-Formoterol Hfa 100 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=1 PUFF; FREQ=Daily; ROUTE=Inhl,1,100,100,100
Mometasone-Formoterol Hfa 100 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=1 PUFF; FREQ=PRN; ROUTE=Inhl,,100,100,100
Mometasone-Formoterol Hfa 100 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,100,400,400
Mometasone-Formoterol Hfa 100 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=2 PUFF; FREQ=Daily; ROUTE=Inhl,1,100,200,200
Mometasone-Formoterol Hfa 100 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=2 PUFF; ROUTE=Inhl,,100,200,200
Mometasone-Formoterol Hfa 100 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,PUFF; FREQ=BID; ROUTE=Inhl,2,100,200,200
Mometasone-Formoterol Hfa 200 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,,,200,200,400
Mometasone-Formoterol Hfa 200 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,200,400,400
Mometasone-Formoterol Hfa 200 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=1 PUFF; FREQ=QPM; ROUTE=Inhl,1,200,200,200
Mometasone-Formoterol Hfa 200 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=1 PUFF; ROUTE=Inhl,,200,200,200
Mometasone-Formoterol Hfa 200 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=2 PUFF; FREQ=BID PRN; ROUTE=Inhl,2,200,800,800
Mometasone-Formoterol Hfa 200 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=2 PUFF; FREQ=BID RESP; ROUTE=Inhl,2,200,800,800
Mometasone-Formoterol Hfa 200 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,200,800,800
Mometasone-Formoterol Hfa 200 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=2 PUFF; FREQ=BID; ROUTE=Oral,2,200,800,800
Mometasone-Formoterol Hfa 200 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=2 PUFF; FREQ=Daily; ROUTE=Inhl,1,200,400,400
Mometasone-Formoterol Hfa 200 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=2 PUFF; FREQ=PRN; ROUTE=Inhl,,200,400,400
Mometasone-Formoterol Hfa 200 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=2 PUFF; FREQ=QAM; ROUTE=Inhl,1,200,400,400
Mometasone-Formoterol Hfa 200 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=2 PUFF; FREQ=TID; ROUTE=Inhl,3,200,1200,1200
Mometasone-Formoterol Hfa 200 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,DOSE=2 PUFF; ROUTE=Inhl,,200,400,400
Mometasone-Formoterol Hfa 200 mcg-5 mcg/Actuation Aerosol Inhaler,Formoterol/mometasone,PUFF; FREQ=BID; ROUTE=Inhl,2,200,400,400
Asmanex Hfa Inhl,Mometasone,DOSE=2 PUFF; FREQ=Daily; ROUTE=Inhl,1,,,200
Asmanex Hfa Inhl,Mometasone,FREQ=Daily; ROUTE=Inhl,1,,,200
Asmanex twisthaler (mometasone furoate inhaler) - LMR 4982,Mometasone,,,,,220
Asmanex twisthaler (mometasone furoate inhaler) - LMR 4982,Mometasone,DOSE=0.22 MG; FREQ=QPM; ROUTE=INH,1,,220,220
Asmanex twisthaler (mometasone furoate inhaler) - LMR 4982,Mometasone,DOSE=1 INHALATION; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,,,440
Asmanex twisthaler (mometasone furoate inhaler) - LMR 4982,Mometasone,DOSE=1 INHALATION; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,,,220
Asmanex twisthaler (mometasone furoate inhaler) - LMR 4982,Mometasone,DOSE=1 INHALATION; DOSETYPE=R; FREQ=QPM; ROUTE=INH,1,,,220
Asmanex twisthaler (mometasone furoate inhaler) - LMR 4982,Mometasone,DOSE=1 INHALATION; FREQ=BID; ROUTE=INH,2,,,440
Asmanex twisthaler (mometasone furoate inhaler) - LMR 4982,Mometasone,DOSE=1 INHALATION; FREQ=QD; ROUTE=INH,1,,,220
Asmanex twisthaler (mometasone furoate inhaler) - LMR 4982,Mometasone,DOSE=1 INHALATION; FREQ=QPM; ROUTE=INH,1,,,220
Asmanex twisthaler (mometasone furoate inhaler) - LMR 4982,Mometasone,DOSE=1 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,,,220
